2017-06-22 7:25:44 - [INFO] --> Logowanie użytkownika: [kjasinski]
2017-06-22 7:29:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [94861], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2273], Nr automatu: [5146]
2017-06-22 7:29:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [94862], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2291], Nr automatu: [5160]
2017-06-22 7:29:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [94863], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2355], Nr automatu: [5324]
2017-06-22 7:29:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [94864], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2385], Nr automatu: [5344]
2017-06-22 7:29:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [94865], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2706], Nr automatu: [5271]
2017-06-22 7:29:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [94866], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2708], Nr automatu: [5273]
2017-06-22 7:29:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [94887], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2486], Nr automatu: [5037]
2017-06-22 7:29:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [94888], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [5604], Nr automatu: [5186]
2017-06-22 7:29:24 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [94889], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [7301], Nr automatu: [5407]
2017-06-22 7:29:25 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [94890], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [7344], Nr automatu: [5450]
2017-06-22 7:29:25 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [94891], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [8139], Nr automatu: [5697]
2017-06-22 7:29:25 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [94892], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [8304], Nr automatu: [5511]
2017-06-22 7:30:59 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/1352/2017], ID dokumentu: [6012], Nazwa serisanta: [Paweł Mikucki], ID serwisanta: [42], Nazwa urządzenia: [akceptor ( wlot )], ID urządzenia: [1], Ilość: [1]
2017-06-22 7:31:00 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/1352/2017], ID dokumentu: [6012], Nazwa serisanta: [Paweł Mikucki], ID serwisanta: [42], Nazwa urządzenia: [Papier stacjonarny], ID urządzenia: [130], Ilość: [3]
2017-06-22 7:36:45 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/1353/2017], ID dokumentu: [6013], Nazwa serisanta: [Krystian Rechul], ID serwisanta: [43], Nazwa urządzenia: [akceptor ( wlot )], ID urządzenia: [1], Ilość: [1]
2017-06-22 7:36:45 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/1353/2017], ID dokumentu: [6013], Nazwa serisanta: [Krystian Rechul], ID serwisanta: [43], Nazwa urządzenia: [CR (manualny)], ID urządzenia: [14], Ilość: [2]
2017-06-22 7:36:45 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/1353/2017], ID dokumentu: [6013], Nazwa serisanta: [Krystian Rechul], ID serwisanta: [43], Nazwa urządzenia: [mifare], ID urządzenia: [26], Ilość: [1]
2017-06-22 7:36:46 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/1353/2017], ID dokumentu: [6013], Nazwa serisanta: [Krystian Rechul], ID serwisanta: [43], Nazwa urządzenia: [modem], ID urządzenia: [27], Ilość: [2]
2017-06-22 7:36:46 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/1353/2017], ID dokumentu: [6013], Nazwa serisanta: [Krystian Rechul], ID serwisanta: [43], Nazwa urządzenia: [przejściówka do modemu], ID urządzenia: [36], Ilość: [2]
2017-06-22 7:36:46 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/1353/2017], ID dokumentu: [6013], Nazwa serisanta: [Krystian Rechul], ID serwisanta: [43], Nazwa urządzenia: [pinpad SB], ID urządzenia: [31], Ilość: [1]
2017-06-22 7:36:46 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/1353/2017], ID dokumentu: [6013], Nazwa serisanta: [Krystian Rechul], ID serwisanta: [43], Nazwa urządzenia: [płytka do powerbox], ID urządzenia: [35], Ilość: [1]
2017-06-22 7:36:46 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/1353/2017], ID dokumentu: [6013], Nazwa serisanta: [Krystian Rechul], ID serwisanta: [43], Nazwa urządzenia: [sortownik], ID urządzenia: [39], Ilość: [1]
2017-06-22 7:36:46 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/1353/2017], ID dokumentu: [6013], Nazwa serisanta: [Krystian Rechul], ID serwisanta: [43], Nazwa urządzenia: [walidator (NRI)], ID urządzenia: [42], Ilość: [1]
2017-06-22 7:36:46 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/1353/2017], ID dokumentu: [6013], Nazwa serisanta: [Krystian Rechul], ID serwisanta: [43], Nazwa urządzenia: [ZCGVA], ID urządzenia: [44], Ilość: [1]
2017-06-22 7:36:46 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/1353/2017], ID dokumentu: [6013], Nazwa serisanta: [Krystian Rechul], ID serwisanta: [43], Nazwa urządzenia: [Papier paragonowy], ID urządzenia: [128], Ilość: [1]
2017-06-22 7:36:47 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WRO/WYD/1353/2017], ID dokumentu: [6013], Nazwa serisanta: [Krystian Rechul], ID serwisanta: [43], Nazwa urządzenia: [Papier stacjonarny], ID urządzenia: [130], Ilość: [3]
2017-06-22 7:39:41 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [85002], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [], Nr automatu: [636]
