2017-06-08 7:02:21 - [INFO] --> Logowanie użytkownika: [kjasinski]
2017-06-08 7:06:18 - [INFO] --> Logowanie użytkownika: [rtworkowski]
2017-06-08 7:06:50 - [INFO] --> Typ dokumentu: [transfer wydany], Nazwa dokumentu: [WAR/WYD/1250/2017], ID dokumentu: [5589], Nazwa serisanta: [Rafał Tworkowski], ID serwisanta: [26], Nazwa urządzenia: [PAPIER Edmonson stacjonarne], ID urządzenia: [149], Ilość: [6]
2017-06-08 7:24:23 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [87194], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2224], Nr automatu: [5111]
2017-06-08 7:28:52 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [87179], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2604], Nr automatu: [5254]
2017-06-08 7:28:52 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [87181], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2708], Nr automatu: [5273]
2017-06-08 7:28:53 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [87182], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3005], Nr automatu: [5286]
2017-06-08 7:28:53 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [87183], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3121], Nr automatu: [5802]
2017-06-08 7:28:53 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [87185], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3123], Nr automatu: [5806]
2017-06-08 7:28:53 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [87186], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3130], Nr automatu: [5820]
2017-06-08 7:28:53 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [87187], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [4402], Nr automatu: [5360]
2017-06-08 7:28:53 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [87189], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [4631], Nr automatu: [5464]
2017-06-08 7:28:53 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [87180], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [2604], Nr automatu: [5254]
2017-06-08 7:28:53 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [87184], przez uzytkownika: [kjasinski], Nr boczny pojazdu: [3121], Nr automatu: [5802]
