2017-02-27 11:32:25 - [INFO] --> Logowanie użytkownika: [ktomaszewski]
2017-02-27 11:33:56 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [35567], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [203]
2017-02-27 11:35:37 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [35368], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [384]
2017-02-27 11:35:37 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [35370], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [209]
2017-02-27 11:35:37 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [35370], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [209]
2017-02-27 11:35:37 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [35960], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [234]
2017-02-27 11:35:37 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [35962], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [205]
2017-02-27 11:35:37 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [35963], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [422]
2017-02-27 11:35:37 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [34729], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [444]
2017-02-27 11:35:37 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [35369], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [384]
2017-02-27 11:35:37 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [35371], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [209]
2017-02-27 11:35:37 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [35961], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [346]
2017-02-27 11:36:05 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [34732], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [277]
2017-02-27 11:36:05 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [34745], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [472]
2017-02-27 11:36:05 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [34745], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [472]
2017-02-27 11:36:05 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [34746], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [426]
2017-02-27 11:36:06 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [36010], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [295]
2017-02-27 11:36:06 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [36011], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [176]
2017-02-27 11:36:06 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [36012], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [137]
2017-02-27 11:36:06 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [36012], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [137]
2017-02-27 11:36:06 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [35001], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [305]
2017-02-27 11:36:06 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [35042], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [215]
2017-02-27 11:36:06 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [35680], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [316]
2017-02-27 11:36:06 - [INFO] --> Zmiana danych pojazdu w zgłoszeniu serwisowym nr: [35681], przez uzytkownika: [ktomaszewski], Nr boczny pojazdu: [], Nr automatu: [486]
2017-02-27 11:59:16 - [INFO] --> Logowanie użytkownika: [dostawy]
2017-02-27 11:59:27 - [INFO] --> Typ dokumentu: [Dostawa części (do zatwierdzenia)], Nazwa dokumentu:  [WAR/N/40/2017],  Nazwa urządzenia: [PAPIER Edmonson stacjonarne], ID urządzenia: [149], Ilość: [300]
2017-02-27 11:59:35 - [INFO] --> Logowanie użytkownika: [ktomaszewski]
2017-02-27 11:59:39 - [INFO] --> Typ dokumentu: [Dostawa części (zatwierdzona)], Nazwa dokumentu:  [WAR/N/40/2017],  Nazwa urządzenia: [PAPIER Edmonson stacjonarne], ID urządzenia: [149], Ilość: [300]
